rotten_tomatoes_link,critic_name,top_critic,publisher_name,review_type,review_score,review_date,review_content
m/10000_bc,Nigel Floyd,TRUE,Time Out,Rotten,6-Feb,3/14/2008,"Like the lumbering mammoths, it is plodding and dull."
m/10000_bc,Elliott Noble,FALSE,Sky Cinema,Rotten,5-Jan,3/14/2008,"With too much talk, not enough adventure and a laughable disregard for geography and anthropology, 10,000 BC is less Jurassic Park than Pleistocene parp."
m/10000_bc,,FALSE,Empire Magazine,Fresh,5-Mar,3/14/2008,"The mammoths aren't all that is wild and woolly in this innocent, old-fashioned, amusingly self-important, entertainingly mad, rip-snorting throwback to vintage Saturday matinee fare."
m/10000_bc,Scott A. Mantz,FALSE,Scott Mantz' Movie Reviews,Rotten,5-Jan,3/14/2008,
m/10000_bc,Rob Humanick,FALSE,Projection Booth,Rotten,D,3/15/2008,"One can only infer that, in order for it to be taken seriously, the makers expected audiences to forget pretty much every movie they'd ever seen before in their entire life."
m/10000_bc,Andrea Chase,FALSE,Killer Movie Reviews,Fresh,5-Mar,3/16/2008,"strictly a popcorn flick version of Joseph Campell's hero's journey that looks great even as it plays fast and very loose with geography, biology, and anything else that gets in its way"
m/10000_bc,Matt Brunson,FALSE,Creative Loafing,Rotten,1.5/4,3/16/2008,"A blind man is brought up on a slab from beneath the earth, where he has spent years cooped up in cramped quarters with nothing to keep him entertained. After spending two hours in a darkened theater watching 10,000 B.C., I could relate."
m/10000_bc,Mark Pfeiffer,FALSE,Reel Times: Reflections on Cinema,Rotten,D,3/17/2008,"With a dreadfully dull story and performances as petrified as 12,000-year-old wooden artifacts, 10,000 BC shambles along as if on a march to its own extinction."
m/10000_bc,Richard Roeper,TRUE,Ebert & Roeper,Rotten,,3/17/2008,It's a horrible movie.
m/10000_bc,Jennie Kermode,FALSE,Eye for Film,Rotten,5-Jan,3/17/2008,
m/10000_bc,Mark Ramsey,FALSE,MovieJuice!,Rotten,D,3/18/2008,"I don't know about you, but if I want to get excited about an ancient mammal I'll tune in Janice Dickinson."
m/10000_bc,Margaret Pomeranz,FALSE,At the Movies (Australia),Rotten,0.5/5,3/19/2008,"You actually have to feel sorry for the actors, one of which is New Zealander Cliff Curtis, the only person I recognised."
m/10000_bc,Cynthia Fuchs,FALSE,PopMatters,Rotten,,3/21/2008,Surely it's only coincidence that the sign of D'Leh's accomplishment is a White Spear.
m/10000_bc,Eric D. Snider,FALSE,EricDSnider.com,Rotten,D+,3/22/2008,"It's just a wrong movie altogether, an elaborately nonsensical stew of crazy costumes, bizarre accessories, and funny voices."
m/10000_bc,James Kendrick,FALSE,Q Network Film Desk,Rotten,4-Feb,3/26/2008,"it is hard to be enthralled with the dusty, warmed-over romantic fixations of what is essentially a very handsome cave-couple"
m/10000_bc,Lori Hoffman,FALSE,Atlantic City Weekly,Fresh,2.5/4,3/27/2008,"I enjoyed the movie, so it qualifies as a mammoth guilty pleasure"
m/10000_bc,Walter Chaw,FALSE,Film Freak Central,Rotten,0/4,4/2/2008,It's a film that countryman Uwe Boll would have made had he the budget and the cinematographer
m/10000_bc,Mike Sage,FALSE,Peterborough This Week,Rotten,5-Jan,4/15/2008,The actors speak in fluent anachronistic English. The dialogue is prehistoric but not in the way Emmerich intended.
m/10000_bc,Stefan Birgir Stefansson,FALSE,sbs.is,Rotten,0.5/4,5/2/2008,"crap, and more crap in a crap bucket"
m/10000_bc,Bob Grimm,FALSE,Tucson Weekly,Rotten,0/5,5/4/2008,One of the worst movies I've ever seen.
m/10000_bc,Joseph Proimakis,FALSE,Movies for the Masses,Rotten,5-Jan,5/6/2008,"ena matso kakomoirides sernontai stin ammo kai ton ilio, s' ena ftino, proheiro, afeles kai kakogoysto deigma karampinatis gerontikis anoias toy Emmerich"
m/10000_bc,Kevin McCarthy,FALSE,BDK Reviews,Rotten,0/5,5/12/2008,The filmmakers should be ashamed of themselves for even allowing this movie to enter a movie theatre. It was like a bad made for TV special that you would see on ABC or NBC.
m/10000_bc,Adam Tobias,FALSE,Watertown Daily Times,Rotten,1.5/5,5/20/2008,"In fact, while sitting through this banal attempt at a big-scale epic, I could not help but go through a checklist in my mind of all the movies ""10,000 B.C."" borrows from."
m/10000_bc,Robert Roten,FALSE,Laramie Movie Scope,Fresh,B,6/2/2008,It was a pleasant surprise.
m/10000_bc,Robert Davis,FALSE,Paste Magazine,Rotten,1.5/5,6/8/2008,"But the folks who made 10,000 B.C. have filled their film with a sub-Disney plot and inserted a few measly slivers of action that hardly warrant all the mystical hubbub and romantic angst."
m/10000_bc,Prairie Miller,FALSE,NewsBlaze,Rotten,,6/14/2008,"Ready to rumble, scantily clad Neanderthals gone wild, gliding around the globe faster than high speed Internet. And while dodging seemingly nearsighted menacing reptiles with bad manners, whose oversized choppers repeatedly miss their mark."
m/10000_bc,John J. Puccio,FALSE,Movie Metropolis,Rotten,10-Apr,6/17/2008,...most of the film is simply a matter of waiting for it to end.
m/10000_bc,Willie Waffle,FALSE,WaffleMovies.com,Rotten,0/4,6/20/2008,A disaster that can't even get the computer generated images right.
m/10000_bc,Ryan Cracknell,FALSE,Movie Views,Rotten,,6/28/2008,"I can't help but think that 10,000 BC started out as an idea that sounded like, ""Wouldn't it be cool if we had wooly mammoths and saber toothed tigers and people all in the same movie?"" and went from there."
m/10000_bc,Karina Montgomery,FALSE,Cinerina,Rotten,5-Mar,7/17/2008,"Would make a good drinking game; silly fun but not ""good."" A critic sitting near me snorted in derision at my ""the costumes kicked ass,"" but I won't back down. They were really cool."
m/10000_bc,Austin Kennedy,FALSE,Sin Magazine,Rotten,1.5/4,7/22/2008,"People expecting a fun action movie will be severely disappointed. If you get drunk with some buddies and go to make fun of it, you might like it more. But that doesn't make it a good movie"
m/10000_bc,Mike Scott,FALSE,Times-Picayune,Rotten,4-Jan,7/24/2009,Brace yourself for a mammoth disappointment.
m/10000_bc,Kamal  'The Diva' Larsuel,FALSE,3BlackChicks Review,Rotten,5-Jan,8/3/2009,"10,000 BC takes film making back to the stone age..."
m/10000_bc,Fernando F. Croce,FALSE,CinePassion,Rotten,,8/27/2009,"Heavy on moronic mysticism and light on imagination, excitement, and shot-to-shot coherence"
m/10000_bc,Cynthia Fuchs,FALSE,Common Sense Media,Rotten,5-Jan,8/24/2010,"Violent, poorly conceived prehistoric action."
m/10000_bc,Nick Rogers,FALSE,The Film Yap,Rotten,0.5/4,9/25/2010,"Some backgrounds look as though Roland Emmerich and crew broke into a museum after hours and filmed in dioramas. Rather than a disaster film, this was just plain disaster - a departure from Emmerich's usually effective milieu and his most moronic movie."
m/10000_bc,Ben Kenigsberg,TRUE,Time Out,Rotten,5-Feb,11/17/2011,
m/10000_bc,Chris Bumbray,FALSE,JoBlo's Movie Network,Rotten,10-Apr,2/14/2012,One of the biggest problems with the film is the casting.
m/10000_bc,Ben Kenigsberg,FALSE,Time Out Chicago,Rotten,5-Feb,4/3/2012,"All [Emmerich] cares about is not being boring. On that level, he succeeds."
m/10000_bc,Ali Gray,FALSE,TheShiznit.co.uk,Rotten,5-Feb,10/14/2012,"A lousier adventure movie you won't find this year: 10,000 B.C. belongs, if not back in the stone age, then at least back in the mid '90s, where this sort of mindless, effects-driven drivel is best left."
m/10000_bc,Megan Basham,FALSE,WORLD,Rotten,,10/11/2018,It is inconceivable that filmmakers as experienced as Emmerich and his team didn't know they were making a bad movie.
m/10000_bc,Matthew Lucas,FALSE,"The Dispatch (Lexington, NC)",Rotten,1.5/4,6/6/2019,A prehistoric train wreck.
m/10000_bc,Micheal Compton,FALSE,Bowling Green Daily News,Rotten,F,10/29/2019,"Nothing more than a standard boy meets girl, boy loses girl, and boy becomes a man to save the girl, with the Geico cavemen thrown in."
m/10000_bc,Richard Propes,FALSE,TheIndependentCritic.com,Rotten,1.5/4,9/24/2020,A remarkably beautiful yet soulless film.
m/1000121-39_steps,Mike Barnard,FALSE,Future Movies UK,Fresh,10-Oct,8/1/1935,"If you haven't seen it, do."
m/1000121-39_steps,Marjorie Baumgarten,FALSE,Austin Chronicle,Fresh,,1/1/2000,Laced with comic romantic touches.
m/1000121-39_steps,,FALSE,TV Guide,Fresh,5-May,1/1/2000,"For those who love a grand spy mystery, a wild chase, and a harrowing portrait of an innocent man struggling to prove his innocence while the world turns inexplicably against him, The 39 Steps is ideal."
m/1000121-39_steps,Andre Sennwald,TRUE,New York Times,Fresh,,1/1/2000,If you can imagine Anatole France writing a detective story you will have some notion of the artistry that Hitchcock brings to this screen version of John Buchan's novel.
m/1000121-39_steps,Tim Dirks,FALSE,AMC Filmsite,Fresh,A,1/1/2000,"The 39 Steps (1935) is one of the earlier Alfred Hitchcock British spy-chase suspense-thrillers from a vintage period, his 18th film. Considered his first real masterpiece, it is both a crowd-pleasing box-office success and an extremely influential film"
m/1000121-39_steps,Ted Prigge,FALSE,rec.arts.movies.reviews,Fresh,4-Apr,1/1/2000,It's almost cleansing to see a film like this which doesn't insult your intelligence.
m/1000121-39_steps,Mark Palermo,FALSE,"The Coast (Halifax, Nova Scotia)",Fresh,5-Apr,9/9/2002,
m/1000121-39_steps,Tony Toscano,FALSE,Talking Pictures (U.S.),Fresh,5-May,9/26/2002,
m/1000121-39_steps,Christopher Smith,FALSE,Bangor Daily News (Maine),Fresh,5-May,10/11/2002,
m/1000121-39_steps,Rob Vaux,FALSE,Flipside Movie Emporium,Fresh,5-May,1/17/2003,"The ""innocent man"" notion has been copied and recopied for decades, but few have the minerals to stand with this one."
m/1000121-39_steps,Nell Minow,FALSE,Movie Mom,Fresh,5-May,1/30/2003,
m/1000121-39_steps,Jeffrey Westhoff,FALSE,"Northwest Herald (Crystal Lake, IL)",Fresh,5-May,2/17/2003,
m/1000121-39_steps,Ken Hanke,FALSE,"Mountain Xpress (Asheville, NC)",Fresh,5-May,8/14/2003,A brilliant piece of pure -- and purely enjoyable -- filmmaking.
m/1000121-39_steps,Gabe Leibowitz,FALSE,eCinemaCenter.com,Rotten,5-Feb,12/22/2003,"As dull as anything Hitchcock has done, save the exhilerating final 10 minutes."
m/1000121-39_steps,Andy Klein,FALSE,New Times,Fresh,5-May,8/13/2004,
m/1000121-39_steps,Greg Maki,FALSE,"Star-Democrat (Easton, MD)",Fresh,5-Apr,10/3/2004,
m/1000121-39_steps,Steve Crum,FALSE,Kansas City Kansan,Fresh,5-May,10/23/2004,"Wonderful early sound, quite British Hitchcock thriller"
m/1000121-39_steps,Thomas Delapa,FALSE,Boulder Weekly,Fresh,5-May,11/12/2004,
m/1000121-39_steps,Pablo Villaça,FALSE,Cinema em Cena,Fresh,5-Apr,7/9/2005,"O excesso de coincidncias leva o roteiro a soar maniquesta (bem como a ""tenso sexual"" entre Donat e Carroll), mas a direo de Hitchcock, como sempre, salva o filme."
m/1000121-39_steps,Jake Euker,FALSE,"F5 (Wichita, KS)",Fresh,5-May,7/29/2005,
m/1000121-39_steps,Tony Medley,FALSE,tonymedley.com,Fresh,5-Apr,9/24/2005,Brilliant early Hitch
m/1000121-39_steps,Cole Smithey,FALSE,ColeSmithey.com,Fresh,5-Apr,11/14/2005,
m/1000121-39_steps,Geoff Brown,TRUE,Time Out,Fresh,,6/24/2006,Great fun.
m/1000121-39_steps,Dave Kehr,TRUE,Chicago Reader,Fresh,,7/9/2007,"As an artist, Alfred Hitchcock surpassed this early achievement many times in his career, but for sheer entertainment value it still stands in the forefront of his work."
m/1000121-39_steps,Dennis Schwartz,FALSE,Dennis Schwartz Movie Reviews,Fresh,A,8/23/2007,"This film couldn't be more entertaining, even if it had 40 steps."
m/1000121-39_steps,Daniel Etherington,FALSE,Film4,Fresh,,4/11/2008,"With its great turns by Donat, Carroll (the original Hitchcock blonde) and all the cast, and immaculate direction of a cracking script, this is timelessly enjoyable. A true classic."
m/1000121-39_steps,,FALSE,Total Film,Fresh,5-May,4/11/2008,"All the fun of North By Northwest in a little over half the time, The 39 Steps is -- even for the umpteenth viewing -- absolutely unmissable."
m/1000121-39_steps,Ian Freer,FALSE,Empire Magazine,Fresh,5-May,4/11/2008,Hitchcock at his very best.
m/1000121-39_steps,Variety Staff,TRUE,Variety,Fresh,,8/18/2008,"It's melodrama and at times far-fetched and improbable, but the story twists and spins artfully from one high-powered sequence to another while the entertainment holds like steel cable from start to finish."
m/1000121-39_steps,J. Hoberman,TRUE,Village Voice,Fresh,,9/4/2008,"In Hitchcock's hands, however, this well-known espionage adventure provided the basis for a new sort of thriller and a new sort of comedy."
m/1000121-39_steps,Scott G. Mignola,FALSE,Common Sense Media,Fresh,5-Apr,1/2/2011,Far more substance than other thrillers.
m/1000121-39_steps,Emanuel Levy,FALSE,EmanuelLevy.Com,Fresh,A-,3/14/2012,"Holding up extremely well, 39 Steps, Hitchcock's most commercial UK film, mixes successfuly suspense, comedy, and romance, serving as format for many later pictures (especially North by Northwest)."
m/1000121-39_steps,Jeffrey M. Anderson,FALSE,Combustible Celluloid,Fresh,,7/6/2012,"The 39 Steps was the first time everything just came together: the master's favorite themes, his sense of humor, his timing and rhythm, and his personal touch. With this movie, he emerged, fully formed."
m/1000121-39_steps,James Kendrick,FALSE,Q Network Film Desk,Fresh,3.5/4,7/8/2012,"an indelibly fun movie, one of Hitchcock's early triumphs of sheer enjoyment"
m/1000121-39_steps,Matt Brunson,FALSE,Creative Loafing,Fresh,4-Apr,7/13/2012,"The 39 Steps is sexy, exciting, unexpectedly moving (thanks to Peggy Ashcroft's portrayal of a lonely woman married to a brutish farmer), and wholly unpredictable, with an ending that nicely loops back to the start."
m/1000121-39_steps,Brian Costello,FALSE,Common Sense Media,Fresh,5-May,7/20/2012,"Classic Hitchcock suspense, some drinking and smoking."
m/1000121-39_steps,Christopher Long,FALSE,Movie Metropolis,Fresh,10-Sep,8/21/2012,At its most breathtaking when both Hitchcock and his characters fully embrace the surreality of the story
m/1000121-39_steps,Eric Melin,FALSE,Scene-Stealers.com,Fresh,4-Mar,9/4/2012,"Surprisingly fast-paced for a 1935 film, full of twists and turns, and when the unlikely couple becomes handcuffed together and are forced to pretend they are married, it really kicks into high gear. Donat and Carroll have chemistry to burn."
m/1000121-39_steps,,TRUE,TIME Magazine,Fresh,,8/5/2014,The Thirty-Nine Steps neatly converts its essential implausihility into an asset by stressing the difficulties which confront its hero when he tries to tell outsiders about the predicament he is in.
m/1000121-39_steps,Andrew Collins,FALSE,Radio Times,Fresh,5-May,8/5/2014,Alfred Hitchcock brings John Buchan's novel to the screen with characteristic wit and verve.
m/1000121-39_steps,Martin Chilton,TRUE,Daily Telegraph (UK),Fresh,5-May,12/30/2014,"The scene in which Mr Memory is asked at the London Palladium ""What are the 39 Steps?"" remains one of 20th-century cinema's most gripping moments."
m/1000121-39_steps,MFB Critics,FALSE,Monthly Film Bulletin,Fresh,,6/2/2015,The atmosphere of adventure and mystery created at once in the opening sequence in an East End music hall is excellently maintained throughout.
m/1000121-39_steps,Kevin Maher,TRUE,Times (UK),Fresh,,9/9/2015,The 39 Steps is a masterclass in propulsive narrative cinema that even today's so-called blockbuster auteurs should study.
m/1000121-39_steps,David Nusair,FALSE,Reel Film Reviews,Rotten,4-Feb,2/19/2018,The lack of chemistry between Donat and Carroll's respective characters only compounds the hands-off feel...
m/1000121-39_steps,Walter Chaw,FALSE,Film Freak Central,Fresh,4-Apr,5/23/2018,"The 39 Steps is light, urbane, sexy as hell, and as so much of Hitchcock was so often, right about everything."
m/1000121-39_steps,Helen Brown Norden,FALSE,Vanity Fair,Fresh,,6/12/2019,"The newest Gaumont British importation, The 39 Steps, should prove pretty conclusively that Alfred Hitchcock is the finest native director in England."
m/1000121-39_steps,Ann Ross,FALSE,Maclean's Magazine,Fresh,,10/4/2019,The 39 Steps is as polite as Geneva and as wicked as a dozen G-men pictures in one.
m/1000121-39_steps,James T. Hamada,FALSE,The Nippu Jiji (Honolulu),Fresh,,4/14/2020,It's a gripping entertainment.
m/1000121-39_steps,Michael J. Casey,FALSE,Boulder Weekly,Fresh,5-Apr,7/27/2020,"Made in England 1935, 'The 39 Steps' isn't the first Hitchcock film constructed around ""the wrong man"" conceit, but it's one where he found his touch."
m/1000121-39_steps,Matt Patches,FALSE,Polygon,Fresh,,8/4/2020,"The 39 Steps transcends the time period: part Bond movie, part comedic caper, and anchored by a performance that feels Ryan Goslingian, it's a black-and-white movie that feels alive and contemporary."
m/1000121-39_steps,Mike Massie,FALSE,Gone With The Twins,Fresh,10-Sep,8/5/2020,"A noteworthy example of Hitchcock's early thrillers, riddled with plotting, backstabbing, clever twists, and the big reveal of the meaning behind the title."
m/1000123-310_to_yuma,Pat Graham,TRUE,Chicago Reader,Fresh,,1/1/2000,"Despite an abundance of talk, this 1957 film is often considered [Daves'] best."
m/1000123-310_to_yuma,Carol Cling,FALSE,Las Vegas Review-Journal,Fresh,5-Apr,8/27/2004,
m/1000123-310_to_yuma,Steve Crum,FALSE,Kansas City Kansan,Fresh,5-May,10/19/2004,"Fine Daves, Ford collaborative western"
m/1000123-310_to_yuma,Dennis Schwartz,FALSE,Dennis Schwartz Movie Reviews,Fresh,B,1/8/2005,It's rather talky but always remains lively and tense.
m/1000123-310_to_yuma,Chuck O'Leary,FALSE,FulvueDrive-in.com,Fresh,10-Jul,10/8/2005,A taut Western (obviously inspired by High Noon) about a lone man bravely standing on principle when all others have abandoned him. Marred only by a phony ending.
m/1000123-310_to_yuma,Tom Milne,TRUE,Time Out,Fresh,,2/9/2006,"It's of necessity a talkative film, with Ford working on Heflin's nerves in a stream of Machiavellian banter, but one held in perfect balance by Daves, who keeps the tension strung taut."
m/1000123-310_to_yuma,Bosley Crowther,TRUE,New York Times,Fresh,5-Apr,3/25/2006,This is a first-rate action picture -- a respectable second section to High Noon.
m/1000123-310_to_yuma,Donald J. Levit,FALSE,ReelTalk Movie Reviews,Fresh,,5/23/2006,The enjoyment here that outweighs the film's derivativeness comes in the dialogue and relationship developed between outlaw and rancher.
m/1000123-310_to_yuma,Emanuel Levy,FALSE,EmanuelLevy.Com,Fresh,A-,8/14/2007,"Made in the vein of The Gunfighter and High Noon, this mature psychological Western is arguably Delmer Daves best film, featuring Van Heflin (in the Gary Cooper role) and Glenn Ford as the bad-good guy at their most appealing and accomplished."
m/1000123-310_to_yuma,Variety Staff,TRUE,Variety,Rotten,,8/17/2007,"That the climax fizzles must be laid on doorstep of Halsted Welles, who adapts Elmore Leonard's story quite well until that point."
m/1000123-310_to_yuma,Jeffrey M. Anderson,FALSE,Combustible Celluloid,Fresh,4-Mar,8/25/2007,"During the 1950s, the Western grew a conscience."
m/1000123-310_to_yuma,Brian Webster,FALSE,Apollo Guide,Fresh,76/100,8/27/2007,An enjoyable western that's an excellent reminder of how - in the world of movies - sometimes less is best.
m/1000123-310_to_yuma,Scott A. Mantz,FALSE,Scott Mantz' Movie Reviews,Fresh,5-Apr,8/31/2007,
m/1000123-310_to_yuma,Rob Humanick,FALSE,Projection Booth,Fresh,B-,9/6/2007,"Though masterful in stretches, it ultimately mistakes feel-good qualities for truly satisfying ones."
m/1000123-310_to_yuma,Bruce Dancis,FALSE,Sacramento Bee,Fresh,3.5/4,9/7/2007,The new 3:10 to Yuma will have to be quite a film to stand up to the original.
m/1000123-310_to_yuma,Fernando F. Croce,FALSE,Slant Magazine,Fresh,4-Mar,9/7/2007,A sturdy genre piece.
m/1000123-310_to_yuma,Rory L. Aronsky,FALSE,Film Threat,Fresh,4.5/5,9/7/2007,"The minutes tick toward 3:10, and all we can do is watch and hope that it all turns out ok. That's the best kind of Western, one that allows feelings like that to emerge while watching."
m/1000123-310_to_yuma,Nick Schager,FALSE,Lessons of Darkness,Fresh,B-,9/9/2007,No amount of climactic train smoke can mask the fact that the finale is fancifully optimistic gibberish.
m/1000123-310_to_yuma,Steven D. Greydanus,FALSE,Decent Films Guide,Fresh,A-,9/21/2007,"Although not as nerve-wracking as High Noon, 3:10 to Yuma is even more claustrophobic… and the two-character drama is more intriguing than High Noon's protagonist standing alone."
m/1000123-310_to_yuma,James Kendrick,FALSE,Q Network Film Desk,Fresh,5-Mar,9/22/2007,
m/1000123-310_to_yuma,Urban Cinefile Critics,FALSE,Urban Cinefile,Fresh,,1/24/2008,The film is something of a classic and boasts a terrific ending.
m/1000123-310_to_yuma,Stephen Garrett,TRUE,Time Out,Fresh,5-Apr,5/10/2011,"A portrait of storytelling made for and by the Silent Generation, an audience all too familiar with the world's spooky, white-knuckled moral twilight."
m/1000123-310_to_yuma,Christopher Long,FALSE,Movie Metropolis,Fresh,10-Aug,5/22/2013,"Daves isn't interested in cynicism. Redemption is probably too big a stretch as well, but there's plenty of room in-between."
m/1000123-310_to_yuma,Peter Canavese,FALSE,Groucho Reviews,Fresh,3.5/4,5/28/2013,"Distinguished by its thoughtfulness regarding the nature of Western heroism, as defined not only by dead-eye gunplay, but by family, community, and moral rectitude. [Criterion Blu-ray]"
m/1000123-310_to_yuma,Matt Brunson,FALSE,Creative Loafing,Fresh,3.5/4,6/9/2013,"Like The Gunfighter and Winchester '73, 3:10 to Yuma is one of those defining '50s Westerns that is well-known by film buffs but has never reached the familiarity level of a High Noon or Shane."
m/1000123-310_to_yuma,Michael Sragow,TRUE,New Yorker,Fresh,,7/21/2014,The compositions evoke a kind of open-air claustrophobia ...
m/1000123-310_to_yuma,Mark R. Leeper,FALSE,Mark Leeper's Reviews,Fresh,10-Jul,6/20/2018,It is hard to imagine a better Ben Wade than Glenn Ford.
m/1000123-310_to_yuma,Mike Massie,FALSE,Gone With The Twins,Fresh,10-Aug,8/15/2020,"Mind games replace gunplay to the point that, while the film's running time doesn't outstay its welcome, those expecting a nonstop shootout extravaganza may leave unsatisfied."
m/10002008-charly,Jeff Vice,FALSE,Deseret News (Salt Lake City),Rotten,4-Feb,10/3/2002,The romance between the leads isn't as compelling or as believable as it should be.
m/10002008-charly,Audrey Rock-Richardson,FALSE,Tooele Transcript-Bulletin (Utah),Rotten,C,10/7/2002,Charly comes off as emotionally manipulative and sadly imitative of innumerable past Love Story derisions.
m/10002008-charly,Sean P. Means,FALSE,Salt Lake Tribune,Rotten,4-Feb,10/7/2002,"Imagine the CleanFlicks version of 'Love Story,' with Ali MacGraw's profanities replaced by romance-novel platitudes."
m/10002008-charly,Bruce Bennett,FALSE,"Spectrum (St. George, Utah)",Fresh,B-,10/17/2002,"'Charly' will divide its audience in two separate groups, those reaching for more tissues and those begging for mercy..."
m/10002008-charly,Eric D. Snider,FALSE,EricDSnider.com,Fresh,B-,11/16/2002,"It is a likable story, told with competence."
m/10002008-charly,Steve Rhodes,FALSE,Internet Reviews,Rotten,2.5/4,1/12/2003,"Beers, who, when she's given the right lines, can charm the paint off the wall ... [but] the script goes wrong at several key junctures."
m/10002008-charly,David Chute,FALSE,L.A. Weekly,Rotten,,1/23/2003,The movie is too amateurishly square to make the most of its own ironic implications.
m/10002008-charly,Joe Baltake,FALSE,Sacramento Bee,Rotten,4-Feb,1/24/2003,"The film is old-fashioned, occasionally charming and as subtle as boldface."
m/10002008-charly,Phil Villarreal,FALSE,Arizona Daily Star,Rotten,4-Feb,4/10/2003,"If religious films aren't your bailiwick, stay away. Otherwise, this could be a passable date film."
m/10002008-charly,Josh Bell,FALSE,Las Vegas Weekly,Rotten,5-Feb,9/6/2003,A competent but self-righteous film that offers little insight into love or faith.
m/1000204-abraham_lincoln,Dennis Schwartz,FALSE,Dennis Schwartz Movie Reviews,Fresh,B-,12/29/2008,An archaic biopic.
m/1000204-abraham_lincoln,Phil Hall,FALSE,Film Threat,Fresh,2.5/5,11/16/2012,Recommended solely for Walter Huston's performance.
m/1000204-abraham_lincoln,Variety Staff,TRUE,Variety,Fresh,,8/19/2013,Abraham Lincoln is a startlingly superlative accomplishment.
m/1000204-abraham_lincoln,Film4 Staff,FALSE,Film4,Fresh,,8/19/2013,"Sympathetic, sophisticated and, for those with a keen eye, echoed in the work of Hitchcock and Welles."
m/1000204-abraham_lincoln,Jonathan Rosenbaum,TRUE,Chicago Reader,Fresh,,8/19/2013,"Working with the sort of mythic material later associated with John Ford, Griffith gives us a primordial Lincoln, perfectly incarnated by Walter Huston, and a dreamlike sense of destiny that his camera fully articulates."
m/1000204-abraham_lincoln,Mordaunt Hall,TRUE,New York Times,Fresh,5-Mar,8/19/2013,It is quite a worthy pictorial offering with a genuinely fine and inspiring performance by Walter Huston in the role of the martyred President.
m/1000204-abraham_lincoln,,FALSE,TV Guide,Fresh,3.5/4,8/19/2013,"Brilliant flashes of direction permeate the entire film, and it remains distinctively a product of the great master."
m/1000204-abraham_lincoln,Richard Brody,TRUE,New Yorker,Fresh,,8/19/2013,"D. W. Griffith's first sound film, from 1930, is as ungainly and majestic as its subject."
m/1000204-abraham_lincoln,Jeffrey M. Anderson,FALSE,Combustible Celluloid,Fresh,,9/21/2014,"It feels mostly like an antique, but even antiques have their own particular beauties."
m/1000204-abraham_lincoln,Matthew Lucas,FALSE,From the Front Row,Rotten,1.5/4,8/6/2019,"Feels like a relic, a sad, weak swan song from one of cinema's most legendary filmmakers."
m/1000204-abraham_lincoln,Harry Alan Potamkin,FALSE,The New Masses,Rotten,,3/25/2020,"The fact that it draws tears is rather against it than for it. The pathos of a tremendous social occurrence should not be refined or lachrymose, but revealing. The social occurrence seldom gets a chance here."
m/10002114-dark_water,David Nusair,FALSE,Reel Film Reviews,Fresh,2.5/4,4/27/2003,"...while Dark Water isn't a complete wash (no pun intended), watched side-by-side with Ringu, it ultimately comes off as a pale successor."
m/10002114-dark_water,Jamie Russell,TRUE,BBC.com,Fresh,5-Apr,5/20/2003,
m/10002114-dark_water,Walter Chaw,FALSE,Film Freak Central,Fresh,3.5/4,7/2/2003,The picture is melancholy remembrance and its sources of fear are intimate and brilliant.
m/10002114-dark_water,Ian Mantgani,FALSE,UK Critic,Rotten,4-Jan,7/16/2003,"A horror movie that sits there and drags and seems very full of itself, and is based on the premise that puddles are scary. They're not."
m/10002114-dark_water,Anton Bitel,FALSE,Movie Gazette,Fresh,10-Sep,11/7/2003,"just beneath its surface horror this film conceals a deep reservoir of tragedy, addressing themes like family breakdown, isolation, abandonment, and - something of a taboo in Japan - the terrible legacy of mental illness."
m/10002114-dark_water,Matthew Turner,FALSE,ViewLondon,Fresh,5-Mar,12/12/2003,
m/10002114-dark_water,Rich Cline,FALSE,Shadows on the Wall,Fresh,5-Mar,2/23/2004,"With extremely heavy echoes of his own 1998 film Ringu, Nakata is on subtle creep-out form here rather than big horror movie mode."
m/10002114-dark_water,Luke Y. Thompson,FALSE,LYTRules.com,Fresh,5-May,6/29/2004,"To date, the scariest movie I've ever seen."
m/10002114-dark_water,Pablo Villaça,FALSE,Cinema em Cena,Fresh,5-May,7/20/2004,"Um terror bem construdo que no quer apenas provocar sustos passageiros, mas sim estabelecer um clima de tenso constante e personagens com os quais realmente nos importemos."
m/10002114-dark_water,Christopher Null,FALSE,Filmcritic.com,Rotten,5-Feb,6/6/2005,So much of Dark Water is contrived that it defies the mind to try to make sense of it.
m/10002114-dark_water,Rory L. Aronsky,FALSE,Film Threat,Fresh,3.5/5,7/3/2005,"He [Nakata] wants us to absorb, to feel a location, and to understand the plight of the characters before he goes any further."
m/10002114-dark_water,Jeffrey Chen,FALSE,Window to the Movies,Fresh,10-Jul,7/7/2005,"Benefits from having an undercurrent of sadness, which makes it feel quite similar to the ghost stories in Kwaidan."
m/10002114-dark_water,Nick Schager,FALSE,Lessons of Darkness,Rotten,C,7/8/2005,About as frightening as a soggy diaper.
m/10002114-dark_water,Barbara Ellen,TRUE,Times (UK),Fresh,,1/3/2018,"It's flawed, but you should see Dark Water, a decent little chiller that brings a whole new meaning to rising damp."
m/10002114-dark_water,Alexander Walker,TRUE,London Evening Standard,Fresh,,1/10/2018,Its cleverness relies on transferring our concern from the supernatural events emanating from one lost child to the natural fear of a mother losing her own child to the other world.
